across_flats,availability,category,condition,description,diameter,finish,grade,heat_treatment,height,leg1,leg2,length,material,minimum_order,outer_diameter,part_number,side,specifications,supplier,temper,thickness,unit_price,units,wall_thickness,weight_per_unit,width
,634,Bar Square,Heat Treated,"Bronze C954 Square Bar, 7.553"" x 94.5"" length",,,C954,,,,,94.5,Bronze C954,10,,BZ-C954-BS-7553x94,7.553,,AluminumDirect,,,15155.91,inches,,1712.62,
,253,Bar Round,Aged,"Nickel Alloy Inconel 718 Round Bar, 7.155"" diameter x 198.3"" length",7.155,,Inconel 718,,,,,198.3,Nickel Alloy Inconel 718,10,,NI-Inconel 718-BR-D7155x198,,,PremiumSteel Inc,,,225047.47,inches,,2417.79,
,552,Angle,Hardened,"Tool Steel W1 Angle, 7.711"" x 2.085"" x 0.896"" thick",,,W1,,,7.711,2.085,44.2,Tool Steel W1,100,,TS-W1-AN-845,,,MetalCraft Supply,,0.896,3543.06,inches,,99.25,
,28,Bar Rectangular,,"Carbon Steel 8620 Rectangular Bar, 5.611"" x 3.677"" x 157.7"" length",,Pickled,8620,,3.677,,,157.7,Carbon Steel 8620,5,,CS-8620-BX-5611x3677x158,,,CopperSource Ltd,,,1492.0,inches,,922.02,5.611
,540,Tube Round,Hardened,"Tool Steel S7 Round Tube, 7.875"" OD x 0.815"" wall x 178.9"" length",,,S7,,,,,178.9,Tool Steel S7,100,7.875,TS-S7-TR-OD7875x0815x179,,,MetalCraft Supply,,,40132.67,inches,0.815,910.59,
,761,Angle,Aged,"Titanium Grade 1 Angle, 6.838"" x 2.234"" x 0.165"" thick",,,Grade 1,,,6.838,2.234,17.0,Titanium Grade 1,100,,TI-Grade 1-AN-912,,,MetalCraft Supply,,0.165,235.73,inches,,4.06,
,708,Plate,Cold Worked,"Nickel Alloy Inconel 600 Plate, 153.93"" x 51.94"" x 9.704"" thick",,,Inconel 600,,,,,153.93,Nickel Alloy Inconel 600,100,,NI-Inconel 600-PL-154x52x9704,,,SteelWorks Express,,9.704,1533107.83,inches,,23526.78,51.94
,498,Beam I,Solution Treated,Titanium Grade 9 Beam I,,,Grade 9,,,,,,Titanium Grade 9,50,,TI-Grade 9-BM-401,,,CopperSource Ltd,,,81.97,inches,,1.62,
,960,Tube Square,Aged,"Nickel Alloy Inconel 600 Tube Square, 4.628"" x 4.628"" x 0.196"" wall",,,Inconel 600,,4.628,,,56.0,Nickel Alloy Inconel 600,1,,NI-Inconel 600-TS-4628x4628x0196,,,SteelConnection,,,7807.71,inches,0.196,59.01,4.628
,122,Sheet,Heat Treated,"Bronze C932 Sheet, 53.56"" x 22.27"" x 0.321"" thick",,,C932,,,,,53.56,Bronze C932,1,,BZ-C932-SH-54x22x0321,,,SteelMasters Ltd,,0.321,1141.43,inches,,121.63,22.27
,733,Beam I,,Aluminum 7050 Beam I,,Mill,7050,,,,,,Aluminum 7050,1,,AL-7050-BM-671,,,MetalCraft Supply,T3,,3.07,inches,,0.97,
,236,Plate,,"Brass C360 Plate, 108.35"" x 103.61"" x 1.187"" thick",,,C360,,,,,108.35,Brass C360,5,,BR-C360-PL-108x104x1187,,,MetalCrafters Inc,H04,1.187,24116.29,inches,,4088.91,103.61
,66,Bar Rectangular,,"Brass C260 Rectangular Bar, 3.174"" x 1.758"" x 14.4"" length",,,C260,,1.758,,,14.4,Brass C260,5,,BR-C260-BX-3174x1758x14,,,MetalTech Industries,H02,,235.51,inches,,24.66,3.174
,252,Bar Rectangular,,"Brass C360 Rectangular Bar, 2.377"" x 2.66"" x 123.1"" length",,,C360,,2.66,,,123.1,Brass C360,100,,BR-C360-BX-2377x2660x123,,,SpecialtyAlloys Ltd,H01,,2175.59,inches,,238.83,2.377
,657,Tube Round,Aged,"Titanium Grade 7 Round Tube, 6.025"" OD x 0.224"" wall x 222.5"" length",,,Grade 7,,,,,222.5,Titanium Grade 7,50,6.025,TI-Grade 7-TR-OD6025x0224x222,,,TitaniumPro Inc,,,8633.55,inches,0.224,147.55,
,779,Beam I,,Alloy Steel 4140 Beam I,,,4140,Stress Relieved,,,,,Alloy Steel 4140,100,,AS-4140-BM-333,,,SpecialtyAlloys Ltd,,,6.58,inches,,2.83,
,336,Wire,,"Brass C464 Wire, 0.1782"" diameter x 889.0 feet",0.1782,,C464,,,,,889.0,Brass C464,1,,BR-C464-WR-190,,,AlloyExperts Inc,H02,,960.97,feet,,81.64,
,637,Channel,,Aluminum 6061 Channel,,Anodized,6061,,,,,,Aluminum 6061,100,,AL-6061-CH-354,,,IndustrialMetals Inc,H18,,3.26,inches,,0.97,
,506,Tube Square,,"Alloy Steel A36 Tube Square, 0.906"" x 0.906"" x 0.176"" wall",,,A36,Normalized,0.906,,,88.9,Alloy Steel A36,1,,AS-A36-TS-0906x0906x0176,,,AlloySupply Corp,,,35.6,inches,0.176,12.95,0.906
,807,Foil,Annealed,"Titanium Grade 7 Foil, 16.5"" wide x 0.009"" thick x 4375.0 feet",,,Grade 7,,,,,4375.0,Titanium Grade 7,5,,TI-Grade 7-FL-408,,,SteelCorp Supply,,0.009,285716.67,feet,,1266.5,16.5
,114,Angle,Solution Annealed,"Nickel Alloy Monel 400 Angle, 5.093"" x 2.59"" x 0.363"" thick",,,Monel 400,,,5.093,2.59,114.8,Nickel Alloy Monel 400,1,,NI-Monel 400-AN-951,,,IndustrialMetals Inc,,0.363,7131.7,inches,,92.5,
,982,Bar Square,,"Alloy Steel A36 Square Bar, 3.164"" x 94.6"" length",,,A36,Tempered,,,,94.6,Alloy Steel A36,5,,AS-A36-BS-3164x95,3.164,,MetalMart Industries,,,544.91,inches,,268.37,
,779,Bar Rectangular,,"Stainless Steel 420 Rectangular Bar, 7.95"" x 1.151"" x 15.4"" length",,Brushed,420,,1.151,,,15.4,Stainless Steel 420,1,,SS-420-BX-7950x1151x15,,,MetalDepot Supply,,,259.03,inches,,40.7,7.95
,450,Tube Round,,"Carbon Steel 4130 Round Tube, 3.063"" OD x 0.145"" wall x 63.9"" length",,Galvanized,4130,,,,,63.9,Carbon Steel 4130,5,3.063,CS-4130-TR-OD3063x0145x64,,,MetalMart Industries,,,53.65,inches,0.145,24.07,
,506,Tube Square,,"Brass C360 Tube Square, 4.211"" x 4.211"" x 0.163"" wall",,,C360,,4.211,,,205.4,Brass C360,50,,BR-C360-TS-4211x4211x0163,,,MetalDistributors LLC,O50,,1708.26,inches,0.163,166.35,4.211
,417,Bar Rectangular,Solution Annealed,"Nickel Alloy Inconel 600 Rectangular Bar, 6.394"" x 1.622"" x 132.6"" length",,,Inconel 600,,1.622,,,132.6,Nickel Alloy Inconel 600,1,,NI-Inconel 600-BX-6394x1622x133,,,MetalTech Industries,,,42683.11,inches,,417.02,6.394
,677,Tube Round,Work Hardened,"Bronze C510 Round Tube, 3.254"" OD x 0.438"" wall x 108.8"" length",,,C510,,,,,108.8,Bronze C510,10,3.254,BZ-C510-TR-OD3254x0438x109,,,MetalDistributors LLC,,,1478.77,inches,0.438,133.93,
,916,Angle,Work Hardened,"Bronze C932 Angle, 7.148"" x 0.551"" x 0.772"" thick",,,C932,,,7.148,0.551,218.6,Bronze C932,25,,BZ-C932-AN-190,,,MetalWarehouse Co,,0.772,5326.16,inches,,371.37,
,613,Bar Rectangular,As Cast,"Bronze C954 Rectangular Bar, 0.766"" x 3.727"" x 73.1"" length",,,C954,,3.727,,,73.1,Bronze C954,100,,BZ-C954-BX-0766x3727x73,,,SpecialtyAlloys Ltd,,,681.04,inches,,66.3,0.766
,883,Wire,Hardened,"Tool Steel W1 Wire, 0.3411"" diameter x 6065.0 feet",0.3411,,W1,,,,,6065.0,Tool Steel W1,5,,TS-W1-WR-761,,,PrecisionMetal Co,,,101650.66,feet,,1872.69,
,271,Bar Round,Heat Treated,"Bronze C220 Round Bar, 10.686"" diameter x 219.5"" length",10.686,,C220,,,,,219.5,Bronze C220,1,,BZ-C220-BR-D10686x220,,,SteelTech Solutions,,,70572.38,inches,,6253.8,
,318,Wire,Tempered,"Tool Steel H13 Wire, 0.1707"" diameter x 1852.0 feet",0.1707,,H13,,,,,1852.0,Tool Steel H13,100,,TS-H13-WR-738,,,SteelCorp Supply,,,6975.0,feet,,143.21,
,633,Bar Rectangular,,"Brass C360 Rectangular Bar, 6.73"" x 3.763"" x 232.4"" length",,,C360,,3.763,,,232.4,Brass C360,10,,BR-C360-BX-6730x3763x232,,,MetalWarehouse Co,H01,,17048.23,inches,,1805.97,6.73
,420,Bar Square,,"Copper 194 Square Bar, 3.288"" x 203.6"" length",,,194,,,,,203.6,Copper 194,1,,CU-194-BS-3288x204,3.288,,SpecialtyAlloys Ltd,Spring,,9523.61,inches,,711.96,
,865,Beam I,,Brass C230 Beam I,,,C230,,,,,,Brass C230,1,,BR-C230-BM-200,,,SpecialtyAlloys Ltd,H01,,22.12,inches,,3.07,
,617,Beam I,,Carbon Steel 1045 Beam I,,Galvanized,1045,,,,,,Carbon Steel 1045,5,,CS-1045-BM-373,,,MetalDepot Supply,,,4.33,inches,,2.83,
,795,Tube Square,,"Brass C360 Tube Square, 6.495"" x 6.495"" x 0.091"" wall",,,C360,,6.495,,,83.4,Brass C360,5,,BR-C360-TS-6495x6495x0091,,,SteelConnection,O50,,887.4,inches,0.091,59.65,6.495
,986,Tube Rectangular,,"Carbon Steel 1045 Tube Rectangular, 2.432"" x 2.671"" x 0.296"" wall",,Galvanized,1045,,2.671,,,211.1,Carbon Steel 1045,1,,CS-1045-TX-2432x2671x0296,,,MetalDistributors LLC,,,475.29,inches,0.296,159.76,2.432
,156,Bar Rectangular,Tempered,"Tool Steel H13 Rectangular Bar, 7.23"" x 2.084"" x 200.2"" length",,,H13,,2.084,,,200.2,Tool Steel H13,50,,TS-H13-BX-7230x2084x200,,,SteelCorp Supply,,,20862.09,inches,,849.38,7.23
,91,Wire,Heat Treated,"Bronze C954 Wire, 0.4968"" diameter x 5847.0 feet",0.4968,,C954,,,,,5847.0,Bronze C954,1,,BZ-C954-WR-371,,,MetalCraft Supply,,,65364.74,feet,,4320.73,
,429,Foil,,"Alloy Steel A992 Foil, 12.1"" wide x 0.0069"" thick x 4277.0 feet",,,A992,Annealed,,,,4277.0,Alloy Steel A992,50,,AS-A992-FL-766,,,MetalTech Industries,,0.0069,10950.5,feet,,1214.32,12.1
,693,Wire,,"Copper 145 Wire, 0.4965"" diameter x 2435.0 feet",0.4965,,145,,,,,2435.0,Copper 145,1,,CU-145-WR-216,,,SteelCorp Supply,Soft,,35828.6,feet,,1829.88,
,953,Bar Round,,"Aluminum 5052 Round Bar, 7.41"" diameter x 223.8"" length",7.41,Mill,5052,,,,,223.8,Aluminum 5052,25,,AL-5052-BR-D7410x224,,,AlumTech Solutions,T3,,2876.11,inches,,940.71,
,285,Channel,,Copper 194 Channel,,,194,,,,,,Copper 194,50,,CU-194-CH-814,,,AlloySupply Corp,Spring,,64.99,inches,,3.23,
,830,Bar Square,,"Brass C464 Square Bar, 0.975"" x 156.6"" length",,,C464,,,,,156.6,Brass C464,25,,BR-C464-BS-0975x157,0.975,,AlloyExperts Inc,H04,,497.56,inches,,45.68,
,624,Wire,,"Carbon Steel 1010 Wire, 0.3122"" diameter x 9180.0 feet",0.3122,Zinc Plated,1010,,,,,9180.0,Carbon Steel 1010,1,,CS-1010-WR-803,,,AlloyExperts Inc,,,5657.51,feet,,2389.77,
,553,Plate,Cold Worked,"Nickel Alloy Inconel 718 Plate, 46.26"" x 37.93"" x 7.36"" thick",,,Inconel 718,,,,,46.26,Nickel Alloy Inconel 718,1,,NI-Inconel 718-PL-46x38x7360,,,AlloyExperts Inc,,7.36,220074.42,inches,,3916.09,37.93
,928,Plate,,"Copper 110 Plate, 30.37"" x 55.9"" x 10.035"" thick",,,110,,,,,30.37,Copper 110,100,,CU-110-PL-30x56x10035,,,SteelConnection,Spring,10.035,57674.03,inches,,5510.48,55.9
,588,Sheet,,"Copper 194 Sheet, 113.56"" x 53.0"" x 1.698"" thick",,,194,,,,,113.56,Copper 194,25,,CU-194-SH-114x53x1698,,,SteelConnection,Spring,1.698,34645.31,inches,,3305.63,53.0
,671,Sheet,Cold Worked,"Nickel Alloy Hastelloy C276 Sheet, 53.6"" x 49.81"" x 0.351"" thick",,,Hastelloy C276,,,,,53.6,Nickel Alloy Hastelloy C276,1,,NI-Hastelloy C276-SH-54x50x0351,,,PrecisionMetal Co,,0.351,22700.06,inches,,284.17,49.81
,790,Channel,Solution Annealed,Nickel Alloy Monel 400 Channel,,,Monel 400,,,,,,Nickel Alloy Monel 400,10,,NI-Monel 400-CH-543,,,TitaniumPro Inc,,,294.85,inches,,3.03,
,869,Bar Round,Aged,"Nickel Alloy Inconel 718 Round Bar, 5.377"" diameter x 191.5"" length",5.377,,Inconel 718,,,,,191.5,Nickel Alloy Inconel 718,100,,NI-Inconel 718-BR-D5377x192,,,SteelWorks Express,,,123642.88,inches,,1318.64,
,872,Foil,,"Copper 145 Foil, 35.9"" wide x 0.0018"" thick x 5176.0 feet",,,145,,,,,5176.0,Copper 145,1,,CU-145-FL-435,,,PrecisionMetal Co,Half Hard,0.0018,72712.01,feet,,1298.25,35.9
,197,Tube Rectangular,,"Aluminum 6063 Tube Rectangular, 1.239"" x 1.267"" x 0.074"" wall",,Mill,6063,,1.267,,,211.0,Aluminum 6063,1,,AL-6063-TX-1239x1267x0074,,,MetalTech Industries,H14,,33.18,inches,0.074,7.18,1.239
,193,Tube Rectangular,,"Copper 194 Tube Rectangular, 2.048"" x 2.93"" x 0.217"" wall",,,194,,2.93,,,44.3,Copper 194,25,,CU-194-TX-2048x2930x0217,,,MetalMart Industries,Soft,,594.59,inches,0.217,28.26,2.048
,363,Beam I,Aged,Titanium Grade 7 Beam I,,,Grade 7,,,,,,Titanium Grade 7,5,,TI-Grade 7-BM-775,,,BrassWorks LLC,,,95.31,inches,,1.62,
,660,Plate,Solution Treated,"Titanium Grade 7 Plate, 93.4"" x 83.1"" x 1.028"" thick",,,Grade 7,,,,,93.4,Titanium Grade 7,5,,TI-Grade 7-PL-93x83x1028,,,MetalDepot Supply,,1.028,67768.32,inches,,1296.17,83.1
,26,Bar Square,,"Copper 101 Square Bar, 7.796"" x 192.3"" length",,,101,,,,,192.3,Copper 101,5,,CU-101-BS-7796x192,7.796,,SteelConnection,Hard,,53027.02,inches,,3780.4,
,463,Channel,,Alloy Steel A992 Channel,,,A992,Annealed,,,,,Alloy Steel A992,1,,AS-A992-CH-962,,,CopperSource Ltd,,,7.99,inches,,2.83,
,293,Tube Square,,"Aluminum 1100 Tube Square, 1.54"" x 1.54"" x 0.374"" wall",,Mill,1100,,1.54,,,119.8,Aluminum 1100,50,,AL-1100-TS-1540x1540x0374,,,AlumTech Solutions,T651,,97.92,inches,0.374,20.37,1.54
,421,Channel,Cold Worked,Nickel Alloy Inconel 600 Channel,,,Inconel 600,,,,,,Nickel Alloy Inconel 600,1,,NI-Inconel 600-CH-603,,,MetalDepot Supply,,,350.84,inches,,3.03,
,841,Sheet,,"Carbon Steel 1045 Sheet, 21.87"" x 60.71"" x 1.455"" thick",,Cold Rolled,1045,,,,,21.87,Carbon Steel 1045,50,,CS-1045-SH-22x61x1455,,,TitaniumPro Inc,,1.455,655.79,inches,,547.46,60.71
,283,Tube Square,,"Stainless Steel 430 Tube Square, 5.32"" x 5.32"" x 0.434"" wall",,Brushed,430,,5.32,,,106.1,Stainless Steel 430,100,,SS-430-TS-5320x5320x0434,,,MetalSource Pro,,,2033.03,inches,0.434,259.91,5.32
,774,Angle,,"Copper 194 Angle, 3.649"" x 3.097"" x 0.452"" thick",,,194,,,3.649,3.097,199.2,Copper 194,1,,CU-194-AN-236,,,CopperSource Ltd,Half Hard,0.452,3084.78,inches,,183.3,
,429,Tube Square,,"Alloy Steel A572 Tube Square, 0.561"" x 0.561"" x 0.311"" wall",,,A572,Normalized,0.561,,,43.8,Alloy Steel A572,1,,AS-A572-TS-0561x0561x0311,,,BrassWorks LLC,,,16.77,inches,0.311,3.86,0.561
,425,Sheet,,"Alloy Steel A992 Sheet, 74.0"" x 59.74"" x 1.678"" thick",,,A992,Stress Relieved,,,,74.0,Alloy Steel A992,1,,AS-A992-SH-74x60x1678,,,SteelTech Solutions,,1.678,4627.45,inches,,2102.16,59.74
,122,Bar Round,,"Alloy Steel 8620 Round Bar, 4.49"" diameter x 184.4"" length",4.49,,8620,Annealed,,,,184.4,Alloy Steel 8620,5,,AS-8620-BR-D4490x184,,,CopperSource Ltd,,,2276.34,inches,,827.41,
2.973,531,Bar Hex,,"Aluminum 6063 Hexagonal Bar, 2.973"" across flats x 133.0"" length",,Clad,6063,,,,,133.0,Aluminum 6063,100,,AL-6063-BH-HEX2973x133,,,AlloySupply Corp,H14,,941.86,inches,,297.68,
,791,Bar Rectangular,Work Hardened,"Bronze C630 Rectangular Bar, 0.852"" x 1.563"" x 58.1"" length",,,C630,,1.563,,,58.1,Bronze C630,100,,BZ-C630-BX-0852x1563x58,,,SteelCorp Supply,,,298.97,inches,,24.58,0.852
,425,Channel,,Copper 110 Channel,,,110,,,,,,Copper 110,100,,CU-110-CH-259,,,BrassWorks LLC,Hard,,44.5,inches,,3.23,
,610,Angle,,"Carbon Steel 1045 Angle, 5.161"" x 4.065"" x 0.841"" thick",,Pickled,1045,,,5.161,4.065,210.1,Carbon Steel 1045,25,,CS-1045-AN-133,,,AlloySupply Corp,,0.841,938.78,inches,,419.86,
,777,Channel,Heat Treated,Bronze C630 Channel,,,C630,,,,,,Bronze C630,100,,BZ-C630-CH-659,,,AlloyExperts Inc,,,40.38,inches,,3.18,
,700,Tube Rectangular,,"Copper 110 Tube Rectangular, 7.368"" x 1.233"" x 0.391"" wall",,,110,,1.233,,,179.0,Copper 110,1,,CU-110-TX-7368x1233x0391,,,SteelWorks Express,Hard,,7208.46,inches,0.391,354.02,7.368
,893,Bar Square,Work Hardened,"Bronze C510 Square Bar, 3.779"" x 160.7"" length",,,C510,,,,,160.7,Bronze C510,1,,BZ-C510-BS-3779x161,3.779,,AlloyMasters Corp,,,9794.19,inches,,729.05,
,846,Beam I,Aged,Titanium Grade 1 Beam I,,,Grade 1,,,,,,Titanium Grade 1,10,,TI-Grade 1-BM-357,,,AlloySupply Corp,,,83.97,inches,,1.62,
,686,Wire,Annealed,"Titanium Grade 9 Wire, 0.2475"" diameter x 5706.0 feet",0.2475,,Grade 9,,,,,5706.0,Titanium Grade 9,1,,TI-Grade 9-WR-781,,,CopperSource Ltd,,,47616.41,feet,,535.15,
,173,Foil,,"Carbon Steel 4140 Foil, 21.6"" wide x 0.01"" thick x 1620.0 feet",,Galvanized,4140,,,,,1620.0,Carbon Steel 4140,50,,CS-4140-FL-682,,,BrassWorks LLC,,0.01,7235.91,feet,,1189.94,21.6
,996,Tube Rectangular,,"Stainless Steel 410 Tube Rectangular, 1.903"" x 1.149"" x 0.065"" wall",,2B,410,,1.149,,,227.6,Stainless Steel 410,25,,SS-410-TX-1903x1149x0065,,,SteelWorks Express,,,203.67,inches,0.065,24.97,1.903
,237,Foil,,"Stainless Steel 317 Foil, 27.0"" wide x 0.0041"" thick x 6984.0 feet",,No. 4,317,,,,,6984.0,Stainless Steel 317,1,,SS-317-FL-824,,,SpecialtyAlloys Ltd,,0.0041,57312.78,feet,,2679.36,27.0
,499,Tube Round,Tempered,"Tool Steel S7 Round Tube, 11.301"" OD x 0.321"" wall x 211.0"" length",,,S7,,,,,211.0,Tool Steel S7,1,11.301,TS-S7-TR-OD11301x0321x211,,,TitaniumPro Inc,,,29195.59,inches,0.321,657.87,
,715,Tube Round,Aged,"Titanium Grade 5 Round Tube, 7.827"" OD x 0.675"" wall x 171.3"" length",,,Grade 5,,,,,171.3,Titanium Grade 5,100,7.827,TI-Grade 5-TR-OD7827x0675x171,,,PremiumSteel Inc,,,31195.57,inches,0.675,422.04,
,30,Bar Rectangular,,"Brass C230 Rectangular Bar, 1.117"" x 0.603"" x 214.3"" length",,,C230,,0.603,,,214.3,Brass C230,1,,BR-C230-BX-1117x0603x214,,,CopperSource Ltd,H04,,432.52,inches,,44.29,1.117
,987,Bar Rectangular,,"Stainless Steel 316 Rectangular Bar, 1.945"" x 3.999"" x 22.2"" length",,Mill,316,,3.999,,,22.2,Stainless Steel 316,5,,SS-316-BX-1945x3999x22,,,SteelMasters Ltd,,,308.88,inches,,49.87,1.945
,42,Tube Square,,"Carbon Steel 1008 Tube Square, 6.189"" x 6.189"" x 0.194"" wall",,Hot Rolled,1008,,6.189,,,142.1,Carbon Steel 1008,10,,CS-1008-TS-6189x6189x0194,,,IndustrialMetals Inc,,,457.99,inches,0.194,187.34,6.189
,464,Bar Round,,"Aluminum 6063 Round Bar, 7.991"" diameter x 167.6"" length",7.991,Mill,6063,,,,,167.6,Aluminum 6063,1,,AL-6063-BR-D7991x168,,,MetalCrafters Inc,H32,,1968.08,inches,,819.29,
,516,Bar Round,,"Aluminum 7075 Round Bar, 3.061"" diameter x 87.7"" length",3.061,Mill,7075,,,,,87.7,Aluminum 7075,5,,AL-7075-BR-D3061x88,,,SpecialtyAlloys Ltd,H14,,136.08,inches,,62.91,
,183,Angle,Heat Treated,"Bronze C932 Angle, 3.49"" x 4.135"" x 0.47"" thick",,,C932,,,3.49,4.135,48.4,Bronze C932,5,,BZ-C932-AN-392,,,MetalWarehouse Co,,0.47,737.26,inches,,51.71,
,149,Sheet,Heat Treated,"Bronze C932 Sheet, 108.88"" x 31.47"" x 1.635"" thick",,,C932,,,,,108.88,Bronze C932,1,,BZ-C932-SH-109x31x1635,,,MetalSource Pro,,1.635,13460.87,inches,,1779.72,31.47
,261,Beam I,,Aluminum 7050 Beam I,,Anodized,7050,,,,,,Aluminum 7050,1,,AL-7050-BM-678,,,MetalTech Industries,O,,2.37,inches,,0.97,
,581,Tube Square,,"Carbon Steel 1008 Tube Square, 5.094"" x 5.094"" x 0.374"" wall",,Pickled,1008,,5.094,,,141.4,Carbon Steel 1008,1,,CS-1008-TS-5094x5094x0374,,,SteelConnection,,,652.64,inches,0.374,282.94,5.094
,644,Bar Round,,"Copper 195 Round Bar, 7.433"" diameter x 154.4"" length",7.433,,195,,,,,154.4,Copper 195,10,,CU-195-BR-D7433x154,,,SteelCorp Supply,Soft,,29072.82,inches,,2167.11,
,765,Foil,Annealed,"Titanium Grade 2 Foil, 14.6"" wide x 0.0071"" thick x 6117.0 feet",,,Grade 2,,,,,6117.0,Titanium Grade 2,10,,TI-Grade 2-FL-958,,,MetalDistributors LLC,,0.0071,247403.68,feet,,1236.09,14.6
,488,Bar Rectangular,,"Stainless Steel 304 Rectangular Bar, 4.149"" x 0.803"" x 121.7"" length",,No. 4,304,,0.803,,,121.7,Stainless Steel 304,100,,SS-304-BX-4149x0803x122,,,MetalCrafters Inc,,,699.4,inches,,117.1,4.149
,711,Plate,,"Alloy Steel 4340 Plate, 209.54"" x 73.29"" x 10.008"" thick",,,4340,Quenched,,,,209.54,Alloy Steel 4340,100,,AS-4340-PL-210x73x10008,,,MetalDepot Supply,,10.008,79991.17,inches,,43554.78,73.29
,361,Wire,,"Brass C464 Wire, 0.4833"" diameter x 9584.0 feet",0.4833,,C464,,,,,9584.0,Brass C464,50,,BR-C464-WR-513,,,BrassWorks LLC,O50,,111982.79,feet,,6474.07,
,163,Wire,,"Aluminum 6061 Wire, 0.1128"" diameter x 7185.0 feet",0.1128,Powder Coated,6061,,,,,7185.0,Aluminum 6061,25,,AL-6061-WR-420,,,SteelWorks Express,T651,,367.26,feet,,83.98,
,349,Wire,,"Aluminum 3003 Wire, 0.436"" diameter x 9526.0 feet",0.436,Painted,3003,,,,,9526.0,Aluminum 3003,1,,AL-3003-WR-184,,,BrassWorks LLC,O,,7578.73,feet,,1663.51,
,359,Plate,As Cast,"Bronze C220 Plate, 182.98"" x 87.89"" x 8.321"" thick",,,C220,,,,,182.98,Bronze C220,50,,BZ-C220-PL-183x88x8321,,,MetalTech Industries,,8.321,334967.48,inches,,42511.7,87.89
,979,Wire,,"Copper 110 Wire, 0.1501"" diameter x 6638.0 feet",0.1501,,110,,,,,6638.0,Copper 110,50,,CU-110-WR-330,,,MetalMart Industries,Spring,,12714.68,feet,,455.92,
,938,Tube Rectangular,,"Copper 110 Tube Rectangular, 7.418"" x 3.961"" x 0.196"" wall",,,110,,3.961,,,232.2,Copper 110,100,,CU-110-TX-7418x3961x0196,,,SpecialtyAlloys Ltd,Half Hard,,5894.36,inches,0.196,323.48,7.418
,504,Channel,Hardened,Tool Steel H13 Channel,,,H13,,,,,,Tool Steel H13,25,,TS-H13-CH-401,,,TitaniumPro Inc,,,78.24,inches,,2.82,
,256,Plate,,"Alloy Steel 4140 Plate, 129.61"" x 106.97"" x 10.055"" thick",,,4140,Quenched,,,,129.61,Alloy Steel 4140,10,,AS-4140-PL-130x107x10055,,,MetalCrafters Inc,,10.055,89892.05,inches,,39505.67,106.97
,855,Wire,,"Copper 101 Wire, 0.0522"" diameter x 3124.0 feet",0.0522,,101,,,,,3124.0,Copper 101,100,,CU-101-WR-101,,,AlumTech Solutions,Spring,,707.29,feet,,25.95,
,749,Beam I,Solution Treated,Titanium Grade 9 Beam I,,,Grade 9,,,,,,Titanium Grade 9,1,,TI-Grade 9-BM-607,,,SteelTech Solutions,,,97.21,inches,,1.62,
,262,Channel,,Stainless Steel 410 Channel,,No. 4,410,,,,,,Stainless Steel 410,1,,SS-410-CH-304,,,MetalSource Pro,,,22.87,inches,,2.89,
,443,Angle,,"Brass C260 Angle, 1.059"" x 1.335"" x 0.217"" thick",,,C260,,,1.059,1.335,205.6,Brass C260,1,,BR-C260-AN-912,,,SteelConnection,O60,0.217,233.77,inches,,29.8,
,173,Tube Rectangular,,"Carbon Steel 1018 Tube Rectangular, 1.722"" x 4.316"" x 0.334"" wall",,Hot Rolled,1018,,4.316,,,223.4,Carbon Steel 1018,1,,CS-1018-TX-1722x4316x0334,,,AlumTech Solutions,,,580.6,inches,0.334,227.1,1.722
,611,Sheet,,"Stainless Steel 430 Sheet, 30.64"" x 57.96"" x 1.507"" thick",,Polished,430,,,,,30.64,Stainless Steel 430,1,,SS-430-SH-31x58x1507,,,MetalDistributors LLC,,1.507,2409.94,inches,,772.91,57.96
,630,Foil,Heat Treated,"Bronze C510 Foil, 38.8"" wide x 0.0012"" thick x 6868.0 feet",,,C510,,,,,6868.0,Bronze C510,25,,BZ-C510-FL-167,,,AlloyExperts Inc,,0.0012,55821.55,feet,,1219.03,38.8
,332,Beam I,,Brass C260 Beam I,,,C260,,,,,,Brass C260,5,,BR-C260-BM-283,,,MetalMart Industries,H02,,29.52,inches,,3.07,
,148,Channel,,Alloy Steel A572 Channel,,,A572,Quenched,,,,,Alloy Steel A572,5,,AS-A572-CH-782,,,MetalDistributors LLC,,,10.34,inches,,2.83,
,127,Channel,Heat Treated,Bronze C932 Channel,,,C932,,,,,,Bronze C932,50,,BZ-C932-CH-666,,,CopperSource Ltd,,,41.33,inches,,3.18,
,842,Tube Round,,"Copper 195 Round Tube, 2.967"" OD x 0.836"" wall x 201.4"" length",,,195,,,,,201.4,Copper 195,50,2.967,CU-195-TR-OD2967x0836x201,,,AlloyMasters Corp,Soft,,6163.08,inches,0.836,364.6,
,249,Foil,,"Aluminum 6061 Foil, 21.5"" wide x 0.006"" thick x 9876.0 feet",,Clad,6061,,,,,9876.0,Aluminum 6061,1,,AL-6061-FL-265,,,AlloyMasters Corp,H18,0.006,15955.66,feet,,1490.13,21.5
,230,Tube Round,,"Brass C464 Round Tube, 5.991"" OD x 0.231"" wall x 227.3"" length",,,C464,,,,,227.3,Brass C464,25,5.991,BR-C464-TR-OD5991x0231x227,,,MetalMart Industries,O50,,3272.9,inches,0.231,291.55,
